mise,basyo
セガワールド福山,広島県福山市瀬戸町大字山北300
セガワールド大町,広島県広島市安佐南区大町東3-27-4
セガワールド宇品,広島県広島市南区宇品西3-4フタバ図書GIGA宇品店内
セガＬＥＣＴ広島,広島県広島市西区扇町2-1-45LECT2F
セガ広島本通,広島県広島市中央区本通９－３０ランドマークビル
ＡＭパークＭＧジアス店,広島県福山市柳津町１－７－６０
フタバ図書GIGA広島駅前店,広島県広島市南区松原町２－２２
フタバ図書アルティアルパーク北棟店,広島県広島市西区草津南４－７－１　アルパーク北棟２Ｆ
スペースV1廿日市店,広島県廿日市市本町４－２３
アミパラキャッスル店,広島県福山市東深津町4-16-25福山キャッスルボウル1F
アミパラここじゃ店,広島県東広島市西条下見6-10-19
アミパラ広島店,広島県広島市西区西観音町3-17
アミパラ神辺店,広島県福山市神辺町大字新道上字１－２－１
プラサカプコン広島店,広島県広島市佐伯区石内東４丁目１－１ジアウトレット広島
タイトーステーション 広島紙屋町店,広島県広島市中区紙屋町２－２－２１
アミパラフォレオ広島東店,広島県広島市東区温品１丁目３－２フォレオ広島東１階
フタバ図書シネパーク広店,広島県呉市広中町1-9
namcoイオンモール広島府中店,広島県安芸郡府中町大須2-1-1イオンモール広島府中3階
namcoゆめタウン廿日市店,広島県廿日市市下平良2-2-1ゆめタウン廿日市店3F
ラウンドワン広島店,広島県広島市中区立町３－１１
ラウンドワン福山店,広島県福山市明神町１－９－２８
セガ小郡,山口県山口市小郡前田町3-6ロックタウン
フタバ図書レンタル＆ゲームパーク岩国店,山口県岩国市室の木町１－５－５
アミューズメントケイズ,山口県岩国市麻里布町2丁目5-17
アミパラ下関店,山口県下関市長府才川１－４２－４８
ゲームスポットＳＰＥＥＤ,山口県周南市大字久米３２１９
アレックス,山口県宇部市西宇部南３－５－５３
ネオブラボー,山口県防府市高倉１－３－３０
THE 3RD PLANET 山口店,山口県山口市湯田温泉6-8-3
フレスパランドカッタの湯,山口県宇部市海南町1675
ソユーファミリーゲームフィールド防府店,山口県防府市鐘紡町７－１イオンタウン防府ＳＣ
アミパラ周南久米店,山口県周南市大字久米２８３４　イオンタウン周南久米
ラウンドワン下関店,山口県下関市東大和町１－３－１５
セガ徳島スエヒロボウル,徳島県徳島市南末広町4-95-2
アミューズメントパフェパレパレ田宮店,徳島県徳島市南田宮２－２－４６
namcoゆめタウン徳島店,徳島県板野郡藍住町奥野東中須88-1ゆめタウン徳島2階
ラウンドワン徳島万代店,徳島県徳島市万代町４－１９－１
アミューズメントパークMG土庄店,香川県小豆郡土庄町字半の池甲１３６０－１０
セガ高松,香川県高松市勅使町535
セガ丸亀,香川県丸亀市蓬莱町56-1
ＳＯＹＵＧａｍｅＦｉｅｌｄ高松,香川県高松市香西本町１－１イオン高松ＳＣ２Ｆ
アミパラ丸亀店,香川県丸亀市飯野町西分字川縁甲５８４－１　ハローズ棟内
ゆめタウン高松店,香川県高松市三条町字中所６０８ー１　ゆめタウン高松店内
ラウンドワンスタジアム高松店,香川県高松市松島町２－７－４３
セガ松山,愛媛県松山市枝松5-7-32
ハイテクセガ新居浜,愛媛県新居浜市徳常町6-8
グラントシティＭＧＩＮＮキスケ店,愛媛県松山市宮田町４ キスケボックス内１階
ＡＭパークＭＧ大街道店,愛媛県松山市大街道１－４－１７
駅前スタジアム３,愛媛県松山市大手町２丁目４－１
アミパラ松山店,愛媛県松山市生石町６５５－１
ソユーフォレストハンター松前店,愛媛県伊予郡松前町筒井８５０ＡＭ棟１階
ＡＭパークＭＧ伊予三島店,愛媛県四国中央市中之庄町字汐汲道７５－１
プレイドーム松山,愛媛県松山市余戸南４丁目９－４０
ＡＭパークＭＧ西条店,愛媛県西条市新田字北新田２３５フジグラン西条 別棟
ＡＭパークＭＧ東予店,愛媛県西条市周布７１５－１フジ東予店 別棟
ラウンドワン松山店,愛媛県松山市東長戸１－３－１０
セガワールドフジグラン,高知県高知市朝倉東町52-15 フジグラン高知3F
アミパラ高知店,高知県南国市篠原１９４－１
ウェアハウス四万十店,高知県四万十市右山五月町８－１３アピアさつき２F
ＡＭパークＭＧ須崎店,高知県須崎市神田２５００－１マルナカ須崎店内 別棟
プラサカプコン高知店,高知県高知市秦南町１－４－８イオンモール高知２Ｆ
ラウンドワン高知店,高知県高知市南宝永町４－１２
ハイパーメッセ,福岡県北九州市小倉南区北方4-6-7
セガアリーナ中間,福岡県中間市上蓮花寺3-1-1
フタバ図書GIGA福岡春日店,福岡県春日市昇町8-1-1
ユーズボウル久留米,福岡県久留米市東櫛原町1110
最後の５ドル,福岡県糟屋郡粕屋町大字仲原2706仲原ファミリープラザ2F
小倉メトロポリス,福岡県北九州市小倉北区西港町２７－５
アミューズメントMGM陣原店,福岡県北九州市八幡西区陣原１－２－１２
楽市街道箱崎店2階,福岡県福岡市東区箱崎５丁目１番８号
楽市楽座黒崎店,福岡県北九州市八幡西区桜ヶ丘町１－３フレスポ黒崎２階
楽市楽座イオンモール福岡伊都店,福岡県福岡市西区北原1-3-1　　イオンモール福岡伊都店別館2階
楽市楽座イオンモール筑紫野店,福岡県筑紫野市立明寺４３４－１イオンモール筑紫野店３階
遊道楽新合川店,福岡県久留米市新合川1丁目6-7-2F
タイトーFステーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12ヨドバシカメラ4Ｆ
ジーカム和白,福岡県福岡市東区和白3-27-69
パスカランド大川店,福岡県大川市上巻野口４３０－１ゆめタウン大川内2F
パスカランド黒崎店,福岡県北九州市八幡西区西曲里町３－１　イオンタウン黒崎内1F
パスカランド大牟田店,福岡県大牟田市旭町２丁目２８－１　ゆめタウン大牟田店2F
タイトーステーション 福岡天神店,福岡県福岡市中央区天神２－６－３５サザンクロスビル
PEP魚町店,福岡県北九州市小倉北区魚町２－４－２０
Ｇ－ＳＴＡＧＥ飯塚店,福岡県飯塚市枝国６８０－２
ゲームセンターみやま,福岡県田川郡香春町大字香春１００３
ｎａｍｃｏ博多バスターミナル店,福岡県福岡市博多区博多駅中央街２－１博多バスターミナル７階
ラウンドワン福岡天神店,福岡県福岡市中央区天神２－６－１２
ラウンドワンスタジアム小倉店,福岡県北九州市小倉北区西港町15-65
ラウンドワンスタジアム博多半道橋店,福岡県福岡市博多区半道橋２－２－８
ラウンドワン大野城店,福岡県大野城市御笠川１－１８－１６
セガ武雄,佐賀県武雄市武雄町富岡12517-1
ｎａｍｃｏモラージュ佐賀店,佐賀県佐賀市巨勢町大字牛島７３０　モラージュ佐賀１Ｆ・２Ｆ
ラウンドワンスタジアム佐賀店,佐賀県佐賀市兵庫北４－２－１
ハイテクセガもみの木村,長崎県諫早市小川町90-1
セガワールドサンスパおおむら,長崎県大村市森園町663-3
セガみらい長崎ココウォーク,長崎県長崎市茂里町1-55みらい長崎ココウォーク5F
アミパラ佐世保店,長崎県佐世保市大塔町１８－１５
G-stage浜町,長崎県長崎市浜町2-26
namcoゆめタウン夢彩都店,長崎県長崎市元船町１０－１夢彩都（ゆめさいと）４Ｆ
リッチモンド,熊本県八代市旭中央通２０－３
スポラ九品寺,熊本県熊本市中央区九品寺5丁目10-15
スポラ菊陽,熊本県菊池郡菊陽町津久礼駄飼代2671-2
パスカワールドグリーンランド店,熊本県荒尾市本井手１５７４－５４
パスカランドはません店,熊本県熊本市南区田井島1-2-1ゆめタウンはません3F
ｎａｍｃｏゆめタウン光の森店,熊本県菊池郡菊陽町光の森7-39-1ゆめﾀｳﾝ光の森南館3階
ｎａｍｃｏワンダーシティ南熊本店,熊本県熊本市中央区九品寺６－９－１
ラウンドワンスタジアム熊本店,熊本県熊本市西区春日7-25-15
セガワールド中津,大分県中津市沖代町1-2-16
セガワールド高城,大分県大分市牧1-161-8
ハイテクランドセガハーバープレイス,大分県別府市餅ヶ浜町161-2
タイトーFステーション別府店,大分県別府市楠町382-7
フリッパーズクラブ,大分県大分市片島字上川原148-1
Ｇ－ｐａｌａ日田店,大分県日田市友田997-1
トライセン萩原店,大分県大分市萩原４－２２７－７
トライセン中津店,大分県中津市下池永６７－３
ＦＥＳＴＡコスモタウン佐伯店,大分県佐伯市鶴岡西町２丁目１６３番地 コスモタウン佐伯内
ＦＥＳＴＡフリーモールわさだ店,大分県大分市大字木上字鉾手２１０２番地
キラキラＡｓｏｂｏｘＤ－ ｐｌａｚａ大分店,大分県大分市勢家１１３７ Ｄ－ｐｌａｚａ大分店内
ラウンドワンスタジアム大分店,大分県大分市萩原２－１３－１７
セガ延岡,宮崎県延岡市平原町5-1492-8
楽市楽座イオンモール宮崎店,宮崎県宮崎市新別府町江口８６２－１イオンモール宮崎店２Ｆ
ラウンドワンスタジアム宮崎店,宮崎県宮崎市中村東３－４－６０
セガワールド出水,鹿児島県出水市六月田町347
マンガ倉庫鹿児島店,鹿児島県鹿児島市小松原1-6-7
THE 3RD PLANET 隼人店,鹿児島県霧島市隼人町見次４２７－１
ラウンドワンスタジアム鹿児島宇宿店,鹿児島県鹿児島市宇宿2-2-2
クラブセガ北谷,沖縄県中頭郡北谷町美浜9-8
楽市楽座イオンモール沖縄ライカム店,沖縄県中頭郡北中城村アワセ土地区画整理事業区域内4街区　イオンモール沖縄ライカム店4階4032
ｎａｍｃｏイオン具志川店,沖縄県うるま市字前原幸崎原３０３イオン具志川ＳＣ内２Ｆ
ｎａｍｃｏ那覇メインプレイス店,沖縄県那覇市おもろまち4-4-9サンエー那覇メインプレイス２Ｆ
namcoイオンタウン読谷SC店,沖縄県中頭郡読谷村古堅740イオンタウン読谷ショッピングセンター内
ラウンドワンスタジアム沖縄・宜野湾店,沖縄県宜野湾市真志喜３－２８－８
ラウンドワン沖縄・南風原店,沖縄県島尻郡南風原町字兼城５５２番地
クラブセガ北谷,沖縄県中頭郡北谷町美浜9-8
