mise,basyo
アミューズメントパークＭＧ大街道,愛媛県松山市大街道１−４−１７
ラウンドワン松山店,愛媛県松山市東長戸１−３−１０
プレイドーム松山,愛媛県松山市余戸南４丁目９−４０
プラサカプコン新居浜店,愛媛県新居浜市前田町８−８イオンモール新居浜２Ｆ
アミューズメントパークＭＧ東予,愛媛県西条市周布７１５−１フジ東予店 別棟
アミューズメントパークＭＧ西条,愛媛県西条市新田字北新田２３５フジグラン西条 別棟
ハイテクセガ新居浜,愛媛県新居浜市徳常町6-8
プラサカプコン高知,高知県高知市秦南町１−４−８イオンモール高知３Ｆ
セガワールドフジグラン,高知県高知市朝倉東町52-15 フジグラン高知3F
ラウンドワン高知店,高知県高知市南宝永町４−１２
ウェアハウス四万十店,高知県四万十市右山五月町８−１３アピアさつき２F
アミューズメントパークＭＧ須崎,高知県須崎市神田２５００−１マルナカ須崎店内 別棟
アミパラ高知店,高知県南国市篠原１９４−１
遊道楽新合川店,福岡県久留米市新合川1丁目6-7
ユーズボウル久留米,福岡県久留米市東櫛原町字深町１１１０
楽市楽座くりえいと宗像,福岡県宗像市くりえいと１−４−４
フタバ図書ＧＩＧＡ春日店,福岡県春日市昇町8-1-1
最後の５ドル,福岡県糟屋郡粕屋町大字仲原2706仲原ファミリープラザ2F
パスカランド大川店,福岡県大川市上巻４３０−１ゆめタウン２F
ラウンドワン大野城店,福岡県大野城市御笠川１−１８−１６
楽市楽座イオンモール筑紫野店,福岡県筑紫野市立明寺４３４−１イオンモール筑紫野店３階
セガアリーナ中間,福岡県中間市上蓮花寺3-1-1
Ｇ−ＳＴＡＧＥ飯塚店,福岡県飯塚市枝国６８０−２
楽市楽座イオンモール福岡伊都店,福岡県福岡市西区北原1-3-1イオンモール福岡伊都SC別館
ラウンドワン福岡天神店,福岡県福岡市中央区天神２−６−１２
タイトーステーション 福岡天神店,福岡県福岡市中央区天神２−６−３５サザンクロスビル
セガ福岡天神,福岡県福岡市中央区天神２−７−６ＤＡＤＡビル
楽市街道箱崎店,福岡県福岡市東区箱崎５丁目１番８号
タイトーFステーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12ヨドバシカメラ4Ｆ
ラウンドワン博多半道橋店,福岡県福岡市博多区半道橋２−２−８
Ｇ−ｐａｌａ小倉,福岡県北九州市小倉南区上葛原1−14−1
ペップ魚町,福岡県北九州市小倉北区魚町２−４−２０
楽市楽座砂津店,福岡県北九州市小倉北区砂津3-1-1チャチャタウン小倉B棟3F
ラウンドワン小倉店,福岡県北九州市小倉北区西港町15-65
小倉メトロポリス,福岡県北九州市小倉北区西港町２７−５
Ｇ−ＳＴＡＧＥ小倉,福岡県北九州市小倉北区浅野2-14-5あるあるCITY2階
楽市楽座黒崎店,福岡県北九州市八幡西区桜ヶ丘町１−３フレスポ黒崎２階
アミューズメントＭＧＭ陣原,福岡県北九州市八幡西区陣原１−２−１２
遊道楽嘉瀬店,佐賀県佐賀市嘉瀬町中原２４８８−１
ラウンドワン佐賀店,佐賀県佐賀市兵庫北４−２−１
ＦＡＳボウリングセンター,佐賀県唐津市栄町２５８１−１ＦＡＳボウリングセンター
セガ武雄,佐賀県武雄市武雄町富岡12517-1
アミパラ佐世保店,長崎県佐世保市大塔町１８−１５
遊道楽時津店,長崎県西彼杵郡時津町元村郷８６３−１０
Ｇ−ｐａｌａ時津,長崎県西彼杵郡時津町野田郷５９号
G-stage浜町,長崎県長崎市浜町2-26
ハイテクセガもみの木村,長崎県諫早市小川町90-1
セガワールドサンスパおおむら,長崎県大村市森園町663-3
セガみらい長崎ココウォーク,長崎県長崎市茂里町1-55みらい長崎ココウォーク5F
スポラ菊陽,熊本県菊池郡菊陽町津久礼駄飼代２６１７−２
ラウンドワン熊本店,熊本県熊本市西区春日7-25-15
スポラ九品寺,熊本県熊本市中央区九品寺5丁目10-15
ｎａｍｃｏワンダーシティ南熊本店,熊本県熊本市中央区九品寺６−９−１
ＴＨＥ３ＲＤＰＬＡＮＥＴ下通り店,熊本県熊本市中央区手取本町４番１２号
パスカランドはません,熊本県熊本市南区田井島1-2-1ゆめタウンはません3F
パスカワールドグリーンランド店,熊本県荒尾市本井手１５７４−５４
リッチモンド,熊本県八代市旭中央通２０−３
ラウンドワン大分店,大分県大分市萩原２−１３−１７
トライセン萩原,大分県大分市萩原４−２２７−７
フリッパーズクラブ新館,大分県大分市片島148-1　1階
セガワールド高城,大分県大分市牧1-161-8
トライセン中津店,大分県中津市下池永６７−３
Ｇ−ｐａｌａ日田,大分県日田市友田997-1
タイトーＦステーションゆめタウン別府店,大分県別府市楠町３８２−７
ハイテクランドセガハーバープレイス,大分県別府市餅ヶ浜町161-2
セガ延岡,宮崎県延岡市平原町5-1492-8
楽市楽座イオンモール宮崎店,宮崎県宮崎市新別府町江口８６２−１イオンモール宮崎店２Ｆ
ラウンドワン宮崎店,宮崎県宮崎市中村東３−４−６０
セガアミュプラザみやざき,宮崎県宮崎市老松+C2:D8062丁目2番22号アミュプラザみやざき　うみ館　4F　0401区画
ラウンドワン鹿児島宇宿店,鹿児島県鹿児島市宇宿2-2-2
タイトーＦステーションニシムタ出水店,鹿児島県出水市六月田町３４７番地
ｎａｍｃｏイオン具志川店,沖縄県うるま市字前原幸崎原３０３イオン具志川ＳＣ内２Ｆ
ラウンドワン沖縄・宜野湾店,沖縄県宜野湾市真志喜３−２８−８
楽市楽座イオンモール沖縄ライカム店,沖縄県中頭郡北中城村字沖縄ﾗｲｶﾑ1ｲｵﾝﾓｰﾙ沖縄ﾗｲｶﾑ4階
ラウンドワン沖縄・南風原店,沖縄県島尻郡南風原町字兼城５５２番地
クラブセガ北谷,沖縄県中頭郡北谷町美浜9-8
