プリチャン、第一弾のやつなんでかなり古い稼働店舗ぽい

"○×△□（ラくトス）","東京都葛飾区新小岩１－４４－６"
"モーリーファンタジー三木青山","兵庫県三木市志染町青山３－９イオン三木青山２Ｆ"
"モーリーファンタジー三沢","青森県三沢市松園町３－１０－１ビードルプラザ三沢店１Ｆ"
"モーリーファンタジー三笠","北海道三笠市岡山１０５９－１ＳｕＣ１Ｆ"
"モーリーファンタジー上田","長野県上田市常田２－１２－１８イオン２Ｆ"
"モーリーファンタジー上磯","北海道北斗市七重浜４－４４－１イオン上磯店１Ｆ"
"モーリーファンタジー上越","新潟県上越市富岡３４５８番地アコーレ２階アコーレ２Ｆ"
"モーリーファンタジー上里","埼玉県児玉郡上里町大字金久保字蓮山３５９番１イオンタウン２Ｆ"
"モーリーファンタジー上飯田","愛知県名古屋市北区織部町１ダイエー上飯田店３Ｆ"
"モーリーファンタジー下大利","福岡県大野城市下大利１－２１－１イオン２Ｆ"
"モーリーファンタジー下妻","茨城県下妻市堀籠９７２－１イオン２Ｆ"
"モーリーファンタジー下田","青森県上北郡おいらせ町中野平４０－１イオン２Ｆ"
"モーリーファンタジー下関","山口県下関市竹崎町４－４－７シーモールエスト４Ｆ"
"モーリーファンタジー与野","埼玉県さいたま市中央区本町西５丁目２－９イオン３Ｆ"
"モーリーファンタジー中仙","秋田県大仙市北長野字袴田１８８イオン１Ｆ"
"モーリーファンタジー中標津","北海道標津郡中標津町南町３番地１０"
"モーリーファンタジー中野","長野県中野市大字一本木２５２－１イオン２Ｆ"
"モーリーファンタジー中間","福岡県中間市上蓮花寺１丁目１番１号ショッパーズモールなかま店１Ｆ"
"モーリーファンタジー久御山","京都府久世郡久御山町森南大内１５６－１イオン２Ｆ"
"モーリーファンタジー久里浜","神奈川県横須賀市久里浜５丁目１３－１イオン２Ｆ"
"モーリーファンタジー五香","千葉県松戸市五香８－４４－６"
"モーリーファンタジー京橋","大阪府大阪市都島区片町２－３－５１イオン京橋店４Ｆ"
"モーリーファンタジー京都五条","京都府京都市右京区西院追分町２５－１イオン２Ｆ"
"モーリーファンタジー京都桂川","京都府京都市南区久世高田町３７６番イオン３階"
"モーリーファンタジー今市","栃木県日光市豊田字若林７９－１イオン２Ｆ"
"モーリーファンタジー仙台中山","宮城県仙台市泉区南中山１－３５－４０イオン３Ｆ"
"モーリーファンタジー伊丹","兵庫県伊丹市藤ノ木１－１－１イオン３Ｆ"
"モーリーファンタジー伊丹昆陽","兵庫県伊丹市池尻４－１－１イオン３Ｆ"
"モーリーファンタジー伊勢ララパーク","三重県伊勢市小木町曽弥５３８イオンタウン伊勢ララパーク２Ｆ"
"モーリーファンタジー伊賀上野","三重県伊賀市上野茅町２５１９イオン２Ｆ"
"モーリーファンタジー佐原東","茨城県稲敷市西代１４９５パルナ２Ｆ"
"モーリーファンタジー佐賀大和","佐賀県佐賀市大和町大字尼寺３５３５番地イオンモール２Ｆ"
"モーリーファンタジー佐野新都市","栃木県佐野市高萩町１３２４－１イオン２Ｆ"
"モーリーファンタジー倉敷","岡山県倉敷市水江１番地イオン１Ｆ"
"モーリーファンタジー倉賀野","群馬県高崎市倉賀野町４６９１－１ミスターマックス倉賀野店１Ｆ"
"モーリーファンタジー光","山口県光市浅江字木園１７５６－１イオン２Ｆ"
"モーリーファンタジー入間","埼玉県入間市上藤沢４６２－１イオン２Ｆ"
"モーリーファンタジー八代","熊本県八代市沖町六番割３９８７－３イオン２Ｆ"
"モーリーファンタジー八千代緑が丘","千葉県八千代市緑が丘２丁目１－３イオン４Ｆ"
"モーリーファンタジー八幡東","福岡県北九州市八幡東区東田３丁目２－１０２イオン３Ｆ"
"モーリーファンタジー八戸田向","青森県八戸市大字田向字毘沙門平２７－１イオン１Ｆ"
"モーリーファンタジー八街","千葉県八街市文違３０１イオン１Ｆ"
"モーリーファンタジー六日町","新潟県南魚沼市余川３１００イオン２Ｆ"
"モーリーファンタジー具志川","沖縄県うるま市前原幸崎原３０３番地イオン２Ｆ"
"モーリーファンタジー利府","宮城県宮城郡利府町字新屋田前２２イオン２Ｆ"
"モーリーファンタジー前沢","岩手県奥州市前沢区向田２丁目８５イオン２Ｆ"
"モーリーファンタジー加西北条","兵庫県加西市北条町北条３０８－１イオン２Ｆ"
"モーリーファンタジー北戸田","埼玉県戸田市美女木東１－３－１イオン２Ｆ"
"モーリーファンタジー北谷","沖縄県中頭郡北谷町字美浜８－３イオン２Ｆ"
"モーリーファンタジー十和田","青森県十和田市大字相坂字六日町山１６６番１ＳｕＣ１Ｆ"
"モーリーファンタジー十日町","新潟県十日町市字川端丑７８４－１イオン１Ｆ"
"モーリーファンタジー千葉ニュ－タウン","千葉県印西市中央北３丁目１番１イオン３Ｆ"
"モーリーファンタジー千葉長沼","千葉県千葉市稲毛区長沼町３３０－５０ダイエー千葉長沼店１Ｆ"
"モーリーファンタジー半田","愛知県半田市有楽町８－７イオン２Ｆ"
"モーリーファンタジー南千里","大阪府吹田市千里山西６－５６－１イオン４Ｆ"
"モーリーファンタジー南宮崎","宮崎県宮崎市大淀４－７－３０"
"モーリーファンタジー南松山","愛媛県松山市朝生田町５丁目１番２５号"
"モーリーファンタジー南松本","長野県松本市双葉５－２０イオン２Ｆ"
"モーリーファンタジー南淡路","兵庫県南あわじ市賀集八幡北字東内３７８－１イオン１Ｆ"
"モーリーファンタジー南砂","東京都江東区南砂６－７－１５イオン３Ｆ"
"モーリーファンタジー南行徳","千葉県市川市南行徳２－２０－２５"
"モーリーファンタジー南風原","沖縄県島尻郡南風原町字宮平２６４イオン２Ｆ"
"モーリーファンタジー原","福岡県福岡市早良区原６丁目２７番８号イオン３Ｆ"
"モーリーファンタジー古川","宮城県大崎市古川旭２丁目２－１イオン２Ｆ"
"モーリーファンタジー古川橋駅前","大阪府門真市末広町４１－２"
"モーリーファンタジー古河","茨城県古河市旭町１－２－１７イオン２Ｆ"
"モーリーファンタジー各務原","岐阜県各務原市那加萱場町３－８イオンモール３Ｆ"
"モーリーファンタジー名古屋みなと","愛知県名古屋市港区品川町２－１－６イオン３Ｆ"
"モーリーファンタジー名古屋東","愛知県名古屋市名東区猪子石原２－１７０１イオン１Ｆ"
"モーリーファンタジー名古屋茶屋","愛知県名古屋市港区西茶屋２丁目１１イオン３Ｆ"
"モーリーファンタジー名寄","北海道名寄市字徳田８０番地１イオンＳＣ２Ｆ"
"モーリーファンタジー名護","沖縄県名護市字名護見取川原４４７２イオン１Ｆ"
"モーリーファンタジー向ヶ丘","神奈川県川崎市多摩区登戸２７８９"
"モーリーファンタジー吹田","大阪府吹田市朝日町２－１０１"
"モーリーファンタジー和歌山","和歌山県和歌山市中字楠谷５７３番地イオン３Ｆ"
"モーリーファンタジー和泉府中","大阪府和泉市肥子町２－２－１イオン４Ｆ"
"モーリーファンタジー和田山","兵庫県朝来市和田山町枚田岡７７４イオン２Ｆ"
"モーリーファンタジー品川シーサイド","東京都品川区東品川４丁目１２－５イオン２Ｆ"
"モーリーファンタジー唐津","佐賀県唐津市鏡字立神４６７１イオン２Ｆ"
"モーリーファンタジー喜連瓜破駅前","大阪府大阪市平野区瓜破２－１－１３イオン３Ｆ"
"モーリーファンタジー四日市北","三重県四日市富州原町２－４０イオン２Ｆ"
"モーリーファンタジー四日市尾平","三重県四日市市尾平町字天王川原１８０５イオン３Ｆ"
"モーリーファンタジー四條畷","大阪府四條畷市砂四丁目３番２号イオンスタイル３Ｆ"
"モーリーファンタジー土浦","茨城県土浦市上高津３６７番イオン３Ｆ"
"モーリーファンタジー堺北花田","大阪府堺市北区東浅香山町４－１－１２イオン２Ｆ"
"モーリーファンタジー塩釜","宮城県塩釜市海岸通１５番１００号マックスバリュ２Ｆ"
"モーリーファンタジー壱岐","長崎県壱岐市芦辺町箱崎中山触字干拓２６０４－２ダイエー壱岐店２Ｆ"
"モーリーファンタジー多摩平の森","東京都日野市多摩平２－４－１"
"モーリーファンタジー多治見","岐阜県多治見市西坂町５－３１－１"
"モーリーファンタジー多賀城","宮城県多賀城市町前４－１－１イオン３Ｆ"
"モーリーファンタジー大井","埼玉県ふじみ野市ふじみ野１－２－１イオン３Ｆ"
"モーリーファンタジー大和","神奈川県大和市下和田字上ノ原１２１６－１イオン３Ｆ"
"モーリーファンタジー大和郡山","奈良県大和郡山市下三橋７４１イオン３Ｆ"
"モーリーファンタジー大和高田","奈良県大和高田市幸町３番地６"
"モーリーファンタジー大和鶴間","神奈川県大和市下鶴間１丁目２番１号イオン３Ｆ"
"モーリーファンタジー大垣","岐阜県大垣市外野２丁目１００番イオン２Ｆ"
"モーリーファンタジー大塔","長崎県佐世保市大塔町１４－２イオン３Ｆ"
"モーリーファンタジー大安","三重県いなべ市大安町高柳１９４５"
"モーリーファンタジー大宮","埼玉県さいたま市北区櫛引町２－５７４－１イオン３Ｆ"
"モーリーファンタジー大日","大阪府守口市大日東町１番１８号イオン２Ｆ"
"モーリーファンタジー大曲","秋田県大仙市和合字坪立１７７番地イオン２Ｆ"
"モーリーファンタジー大村","長崎県大村市幸町２５－２００イオン２Ｆ"
"モーリーファンタジー大津一里山","滋賀県大津市一里山７丁目１－１"
"モーリーファンタジー大野城","福岡県大野城市錦町４－１－１イオン３Ｆ"
"モーリーファンタジー大阪ドームシティ","大阪府大阪市西区千代崎３丁目１３番１イオン３Ｆ"
"モーリーファンタジー大館","秋田県大館市大田面２３８ＳｕＣ１Ｆ"
"モーリーファンタジー大高","愛知県名古屋市緑区大高町字奥平子１－１イオン３Ｆ"
"モーリーファンタジー天理","奈良県天理市東井戸堂町３８１ザ・ビッグエクストラ１Ｆ"
"モーリーファンタジー天童","山形県天童市芳賀土地区画整理事業地内３４街区イオン３Ｆ"
"モーリーファンタジー天草","熊本県天草市亀場町食場後山下７４０イオン２Ｆ"
"モーリーファンタジー太田","群馬県太田市石原町８１番地イオン２Ｆ"
"モーリーファンタジー姫路大津","兵庫県姫路市大津区大津町２丁目５番イオンモール２Ｆ"
"モーリーファンタジー姫路ＲＣ","兵庫県姫路市飾磨区細江２５６０番地イオン１Ｆ"
"モーリーファンタジー宇品","広島県広島市南区宇品東６－１－１５イオン２Ｆ"
